event_date,event_datetime_start,event_datetime_end,event_timezone,event_name,event_location_name,event_address,event_city,event_state,event_postal_code,event_country,event_latitude,event_longitude,event_info,event_type,univ_id
2019-10-25,2019-10-25 11:55:00,,,Grapevine Faith Christian School,Faith Christian Sch,729 E Dallas Rd,Grapevine,TX,76051-4121,US,,,,,145637_req
2019-10-25,2019-10-25 12:30:00,,,Charter School of Wilmington High School Visit,Charter Sch of Wilmington,100 N Dupont Rd,Wilmington,DE,19807-3106,US,,,,,145637_req
2019-10-25,2019-10-25 13:00:00,,,San Diego Jewish Academy private visit,San Diego Jewish Academy,11860 Carmel Creek Rd,San Diego,CA,92130-2474,US,,,,,145637_req
2019-10-25,2019-10-25 13:30:00,,,Tampa Preparatory School,Tampa Preparatory School,727 W Cass St,Tampa,FL,33606-1105,US,,,,,145637_req
2019-10-25,2019-10-25 13:35:00,,,Sterling High School Visit,Sterling High Sch,1608 4th Ave,Sterling,IL,61081-1378,US,,,,,145637_req
2019-10-25,2019-10-25 14:00:00,,,The Tatnall School,Tatnall School Incorporated,1501 Barley Mill Rd,Wilmington,DE,19807-2231,US,,,,,145637_req
2019-10-26,2019-10-26 11:00:00,,,The Academy Group - College Exposure Session - CBO,The Academy Group,222 N Canal St,Chicago,IL,60606-1206,US,,,,,145637_req
2019-10-27,2019-10-27 12:25:00,,,American Community School of Abu Dhabi Visit,American Community School of Abu Dhabi,P.O. Box 42114,Abu Dhabi,,,AE,,,Abu Dhabi,,145637_req
2019-10-27,2019-10-27 13:00:00,,,Portland National College Fair (NACAC),Oregon Convention Center,777 Northeast Martin Luther King Junior Boulevard,Portland,OR,97232,US,,,,,145637_req
2019-10-28,2019-10-28 08:00:00,,,William Taft High School private visit,Taft Charter High School,5461 Winnetka Ave,Woodland Hls,CA,91364-2548,US,,,,,145637_req
2019-10-28,2019-10-28 08:59:00,,,Marian Central Catholic High School - High School Visit,Marian Central Catholic High School,1001 Mchenry Ave,Woodstock,IL,60098-3035,US,,,,,145637_req
2019-10-28,2019-10-28 09:00:00,,,Portland National College Fair (NACAC),Oregon Convention Center,777 Northeast Martin Luther King Junior Boulevard,Portland,OR,97232,US,,,,,145637_req
2019-10-28,2019-10-28 09:10:00,,,The Hill School High School Visit,Hill School,860 Beech St,Pottstown,PA,19464-5700,US,,,,,145637_req
2019-10-28,2019-10-28 09:30:00,,,Village Christian School privative visit,Village Christian School,8930 Village Ave,Sun Valley,CA,91352-2129,US,,,,,145637_req
2019-10-28,2019-10-28 10:00:00,,,Pottsgrove High School Visit,Pottsgrove High School,1345 Kauffman Rd,Pottstown,PA,19464-2303,US,,,,,145637_req
2019-10-28,2019-10-28 10:00:00,,,Abu Dhabi Indian School Visit,Abu Dhabi Indian School,P.O. Box 46492,Abu Dhabi,,00971,AE,,,,,145637_req
2019-10-28,2019-10-28 10:10:00,,,Woodstock North High School - High School Visit,Woodstock North High School,227 W Judd St,Woodstock,IL,60098-3126,US,,,,,145637_req
2019-10-28,2019-10-28 11:45:00,,,Plano Senior High School,Plano Senior High School,2200 Independence Pkwy,Plano,TX,75075-3143,US,,,,,145637_req
2019-10-28,2019-10-28 12:00:00,,,Abu Dhabi Investment Authority (ADIA)  Meeting,Abu Dhabi Investment Authority,211 Corniche Road - Abu Dhabi - United Arab Emirates,Abu Dhabi,,,AE,,,Abu Dhabi,,145637_req
2019-10-28,2019-10-28 12:29:00,,,Rich East High School - High School Visit,Rich East High School,300 Sauk Trl,Park Forest,IL,60466-1640,US,,,,,145637_req
2019-10-28,2019-10-28 12:30:00,,,Holy Ghost Prep High School Visit,Holy Ghost Preparatory School,2429 Bristol Pike,Bensalem,PA,19020-5245,US,,,,,145637_req
2019-10-28,2019-10-28 13:00:00,,,Campbell Hall School private visit,Campbell Hall,4533 Laurel Canyon Blvd,Valley Vlg,CA,91607-4122,US,,,,,145637_req
2019-10-28,2019-10-28 13:30:00,,,Woodstock High School - High School Visit,Woodstock High School,501 W South St,Woodstock,IL,60098-3756,US,,,,,145637_req
2019-10-29,2019-10-29 08:27:00,,,Ramapo High School Visit,Ramapo High Sch,George St,Franklin Lakes,NJ,07417,US,,,,,145637_req
2019-10-29,2019-10-29 09:00:00,,,ACERO - Major Hector P. Garcia M.D. - College Fair,ACERO Garcia High School,4248 W 47th St Fl 2,Chicago,IL,60632-4402,US,,,,,145637_req
2019-10-29,2019-10-29 09:30:00,,,Dana Point High Schoo private visit,Dana Hills High Sch,33333 Golden Lantern St,Dana Point,CA,92629-1840,US,,,,,145637_req
2019-10-29,2019-10-29 09:40:00,,,Mahwah High School Visit,Mahwah High Sch,50 Ridge Rd,Mahwah,NJ,07430-2034,US,,,,,145637_req
2019-10-29,2019-10-29 10:00:00,,,Uptown School Visit,Uptown School Dubai,???? ???????,???,,,AE,,,,,145637_req
2019-10-29,2019-10-29 11:00:00,,,Heritage High School Visit,Heritage High School,PO Box 260,Broadlands,IL,61816-0260,US,,,,,145637_req
2019-10-29,2019-10-29 11:20:00,,,Issaquah High School Visit,Issaquah High Sch,700 2nd Ave SE,Issaquah,WA,98027-4319,US,,,,,145637_req
2019-10-29,2019-10-29 11:50:00,,,Ramsey High School Visit,Ramsey High Sch,East Main St,Ramsey,NJ,07446,US,,,,,145637_req
2019-10-29,2019-10-29 12:20:00,,,Emirates International School Meadows Visit,Emirates International School: Meadows,Box 120118,Dubai,,,AE,,,,,145637_req
2019-10-29,2019-10-29 12:45:00,,,Northern Highlands Regioanl HS visit,Northern Highlands Reg High Sc,Hillside Ave,Allendale,NJ,07401,US,,,,,145637_req
2019-10-29,2019-10-29 13:00:00,,,Eastlake High School Visit,Eastlake High Sch,400 228th Ave NE,Sammamish,WA,98074-7209,US,,,,,145637_req
2019-10-29,2019-10-29 13:30:00,,,Jumeira Baccalaureate School Visit,Jumeira Baccalaureate School,Jumeira 1 53B Street,Dubai,,,AE,,,,,145637_req
2019-10-29,2019-10-29 13:40:00,,,Don Bosco Prep High School Visit,Don Bosco Prep High Sch,492 N Franklin Tpke,Ramsey,NJ,07446-1383,US,,,,,145637_req
2019-10-29,2019-10-29 14:20:00,,,Tesla STEM High School Visit,Nikola Tesla Stem High School,4301 228th Ave NE,Redmond,WA,98053-8304,US,,,,,145637_req
2019-10-29,2019-10-29 15:05:00,,,Noble-UIC College Prep - High School Visit,Noble-UIC College Prep,1231 S Damen Ave,Chicago,IL,60608-1145,US,,,,,145637_req
2019-10-29,2019-10-29 18:00:00,,,Cherokee Fair - Georgia Probe Fair,Cherokee High Sch,930 Marietta Hwy,Canton,GA,30114-3619,US,,,,,145637_req
2019-10-29,2019-10-29 18:00:00,,,Evergreen Park Comm Hs - College Fair,Evergreen Park Comm Hs,9901 S Kedzie Ave,Evergreen Pk,IL,60805-3416,US,,,,,145637_req
2019-10-30,2019-10-30 07:00:00,,,Redmond High School Visit,Redmond High Sch,17272 NE 104th St,Redmond,WA,98052-2813,US,,,,,145637_req
2019-10-30,2019-10-30 07:30:00,,,Minooka Community High School College Fair,Minooka South Community High School,26655 W Eames St,Channahon,IL,60410-5380,US,,,,,145637_req
2019-10-30,2019-10-30 08:00:00,,,Boerne High School,Boerne High School,1 Greyhound Ln,Boerne,TX,78006-1810,US,,,,,145637_req
2019-10-30,2019-10-30 08:30:00,,,Overlake School - High School Visit,Overlake Sch The,20301 NE 108th St,Redmond,WA,98053-7437,US,,,,,145637_req
2019-10-30,2019-10-30 08:30:00,,,Huntington Beach High School private visit,HBHS,1905 Main St,Huntingtn Bch,CA,92648-2705,US,,,,,145637_req
2019-10-30,2019-10-30 09:30:00,,,Ocean View High School private visit,Ocean View High Sch,17071 Gothard St,Huntingtn Bch,CA,92647-5417,US,,,,,145637_req
2019-10-30,2019-10-30 09:30:00,,,Larkin High School - High School Visit,Larkin High School,1475 Larkin Ave,Elgin,IL,60123-5173,US,,,,,145637_req
2019-10-30,2019-10-30 09:45:00,,,The Hun School High School Visit,,176 Edgerstoune Rd,Princeton,NJ,08540-6778,US,,,,,145637_req
2019-10-30,2019-10-30 10:20:00,,,GEMS United School Visit,GEMS United School,Hessa Street - Dubai Sports City,???,,,AE,,,,,145637_req
2019-10-30,2019-10-30 10:25:00,,,Inglemoor High School Visit,Inglemoor High Sch,15500 Simonds Rd NE,Kenmore,WA,98028-4430,US,,,,,145637_req
2019-10-30,2019-10-30 10:35:00,,,Hendrickson High School,Hendrickson High School,19201 Colorado Sand Dr,Pflugerville,TX,78660-2050,US,,,,,145637_req
2019-10-30,2019-10-30 11:00:00,,,Yorba Linda High School private visit,Yorba Linda High School,19900 Bastanchury Rd,Yorba Linda,CA,92886-8417,US,,,,,145637_req
2019-10-30,2019-10-30 11:20:00,,,Elgin High School - High School,Elgin High School,1200 Maroon Dr,Elgin,IL,60120-8145,US,,,,,145637_req
2019-10-30,2019-10-30 12:25:00,,,Dubai College Visit,Dubai College,PO Box 837,Dubai,,,AE,,,,,145637_req
2019-10-30,2019-10-30 12:30:00,,,Bowie High School,James Bowie High School,4103 W Slaughter Ln,Austin,TX,78749-6953,US,,,,,145637_req
2019-10-30,2019-10-30 12:55:00,,,Skyline High School Visit,Skyline High Sch,1122 228th Ave SE,Sammamish,WA,98075-9509,US,,,,,145637_req
2019-10-30,2019-10-30 13:30:00,,,Dwight School Dubai Visit,Dwight School Dubai,Dubai - United Arab Emirates,Dubai,,,AE,,,Dubai,,145637_req
2019-10-30,2019-10-30 15:00:00,,,Pflugerville High School,Pflugerville High School,1301 W Pecan St,Pflugerville,TX,78660-2516,US,,,,,145637_req
2019-10-30,2019-10-30 15:00:00,,,GEMS Wellington International School Visit,GEMS Wellington Academy - Silicon Oasis,PO Box 49746,Dubai,,,AE,,,,,145637_req
2019-10-30,2019-10-30 18:00:00,,,NJACAC Freehold Regional College Fair,Howell High Sch,405 Squankum Yellowbrook Rd,Farmingdale,NJ,07727-3743,US,,,,,145637_req
2019-10-30,2019-10-30 18:00:00,,,Lockport Township High Sch - College Fair,Lockport Township High Sch,1333 E 7th St,Lockport,IL,60441-3823,US,,,,,145637_req
2019-10-30,2019-10-30 18:00:00,,,Community High School District 218 Administrative Center - College Fair,Community High School District 218 Administrative Center,10701 Kilpatrick Ave,Oak Lawn,IL,60453-6203,US,,,,,145637_req
2019-10-31,2019-10-31 07:25:00,,,Bellevue High School Visit,Bellevue Senior High Sch,10416 Wolverine Way,Bellevue,WA,98004-4622,US,,,,,145637_req
2019-10-31,2019-10-31 07:30:00,,,Milken Community Schools private visit,Milken Community Schools,15800 Zeldins Way,Los Angeles,CA,90049-6861,US,,,,,145637_req
2019-10-31,2019-10-31 08:00:00,,,Boerne - Samuel V. Champion High School,Boerne Samuel V Champion High School,201 Charger Blvd,Boerne,TX,78006-1976,US,,,,,145637_req
2019-10-31,2019-10-31 09:00:00,,,Illini Bluffs High School College Fair,Illini Bluffs High School,9611 S Hanna City Glasford Rd,Glasford,IL,61533-9506,US,,,,,145637_req
2019-10-31,2019-10-31 10:00:00,,,Academy Of Notre Dame De Namur High School Visit,Academy Of Notre Dame De Namur,560 Sproul Rd,Villanova,PA,19085-1220,US,,,,,145637_req
2019-10-31,2019-10-31 11:00:00,,,West High School college presentation,West High School,20401 Victor St,Torrance,CA,90503-2255,US,,,,,145637_req
2019-10-31,2019-10-31 11:05:00,,,Interlake High School Visit,Interlake High Sch,16245 NE 24th St,Bellevue,WA,98008-2413,US,,,,,145637_req
2019-10-31,2019-10-31 11:10:00,,,The Haverford School High School Visit,Haverford School,450 Lancaster Ave,Haverford,PA,19041-1337,US,,,,,145637_req
2019-10-31,2019-10-31 11:30:00,,,Bishop Montgomery High School private visit,Bishop Montgomery High Sch,5430 Torrance Blvd,Torrance,CA,90503-4006,US,,,,,145637_req
2019-10-31,2019-10-31 11:45:00,,,Ronald Reagan High School,Ronald Reagan High School,19000 Ronald Reagan,San Antonio,TX,78258-3914,US,,,,,145637_req
2019-10-31,2019-10-31 12:50:00,,,Newport High School Visit,Newport High Sch,4333 Factoria Blvd SE,Bellevue,WA,98006-1930,US,,,,,145637_req
2019-10-31,2019-10-31 14:00:00,,,St Joseph High School private visit,Saint Joseph High School,5825 Woodruff Ave,Lakewood,CA,90713-1198,US,,,,,145637_req
2019-10-31,2019-10-31 14:40:00,,,St. Joeph Prepatory High School Visit,St Josephs Preparatory Sch,1733 W Girard Ave,Philadelphia,PA,19130-1513,US,,,,,145637_req
2019-10-31,2019-10-31 15:00:00,,,Mercer Island High School Visit,Mercer Island High Sch,9100 SE 42nd St,Mercer Island,WA,98040-4107,US,,,,,145637_req
2019-10-31,2019-10-31 18:00:00,,,Private Schools of San Antonio College Fair,St. Mary's University,1 Camino Santa Maria St,San Antonio,TX,78228-5433,US,,,,,145637_req
2019-11-01,2019-11-01 09:00:00,,,Parkland Pathway Advising,"Parkland College – Counseling Services Office, U267",2400 W Bradley Ave,Champaign,IL,61821-1806,US,,,,,145637_req
2019-11-01,2019-11-01 09:00:00,,,Seattle National College Fair (NACAC),Washington State Convention Center,705 Pike St,Seattle,WA,98101-2310,US,,,,,145637_req
2019-11-01,2019-11-01 09:15:00,,,Parkland Pathway Advising,"Parkland College – Counseling Services Office, U267",2400 W Bradley Ave,Champaign,IL,61821-1806,US,,,,,145637_req
2019-11-01,2019-11-01 09:30:00,,,Parkland Pathway Advising,"Parkland College – Counseling Services Office, U267",2400 W Bradley Ave,Champaign,IL,61821-1806,US,,,,,145637_req
2019-11-01,2019-11-01 09:45:00,,,Parkland Pathway Advising,"Parkland College – Counseling Services Office, U267",2400 W Bradley Ave,Champaign,IL,61821-1806,US,,,,,145637_req
2019-11-01,2019-11-01 10:00:00,,,Parkland Pathway Advising,"Parkland College – Counseling Services Office, U267",2400 W Bradley Ave,Champaign,IL,61821-1806,US,,,,,145637_req
2019-11-01,2019-11-01 10:15:00,,,Parkland Pathway Advising,"Parkland College – Counseling Services Office, U267",2400 W Bradley Ave,Champaign,IL,61821-1806,US,,,,,145637_req
2019-11-01,2019-11-01 10:30:00,,,Parkland Pathway Advising,"Parkland College – Counseling Services Office, U267",2400 W Bradley Ave,Champaign,IL,61821-1806,US,,,,,145637_req
2019-11-01,2019-11-01 10:45:00,,,Parkland Pathway Advising,"Parkland College – Counseling Services Office, U267",2400 W Bradley Ave,Champaign,IL,61821-1806,US,,,,,145637_req
2019-11-01,2019-11-01 12:00:00,,,Parkland College Open House,Parkland Coll,2400 W Bradley Ave,Champaign,IL,61821-1806,US,,,,,145637_req
2019-11-01,2019-11-01 13:10:00,,,The Northwest School - High School Visit,Northwest Sch The,1415 Summit Ave,Seattle,WA,98122-3619,US,,,,,145637_req
2019-11-02,2019-11-02 12:00:00,,,Seattle National College Fair (NACAC),Washington State Convention Center,705 Pike St,Seattle,WA,98101-2310,US,,,,,145637_req
2019-11-04,2019-11-04 09:00:00,,,South Fulton Fair - Georgia Probe Fair,Westlake High Sch,2400 Union Rd SW,Atlanta,GA,30331-8023,US,,,,,145637_req
2019-11-04,2019-11-04 12:30:00,,,Lincoln Park High School - High School Visit,Lincoln Park High School,2001 N Orchard St,Chicago,IL,60614-4404,US,,,,,145637_req
2019-11-05,2019-11-05 17:00:00,,,Oakton Community College Open House,Oakton Cmty Coll,1600 E Golf Rd,Des Plaines,IL,60016-1234,US,,,,,145637_req
2019-11-05,2019-11-05 18:00:00,,,The Academy Group - Parent Program,The Academy Group,222 N Canal St,Chicago,IL,60606-1206,US,,,,,145637_req
2019-11-06,2019-11-06 10:00:00,,,Wendell Phillips HS Acad - College Fair,Wendell Phillips HS Acad,244 E Pershing Rd,Chicago,IL,60653-2222,US,,,,,145637_req
2019-11-06,2019-11-06 10:40:00,,,Noble-Chicago Bulls Prep - High School Visit,Noble-Chicago Bulls Prep,2040 W Adams St,Chicago,IL,60612-3052,US,,,,,145637_req
2019-11-06,2019-11-06 11:00:00,,,Braswell High School,Ray Braswell High School,26750 E University Dr,Aubrey,TX,76227,US,,,,,145637_req
2019-11-06,2019-11-06 11:00:00,,,ICC Pathway Advising,"Illinois Central College, Leitch Career Center",1 College Dr,East Peoria,IL,61635-0001,US,,,,,145637_req
2019-11-06,2019-11-06 11:30:00,,,ICC Pathway Advising,"Illinois Central College, Leitch Career Center",1 College Dr,East Peoria,IL,61635-0001,US,,,,,145637_req
2019-11-06,2019-11-06 12:00:00,,,ICC Pathway Advising,"Illinois Central College, Leitch Career Center",1 College Dr,East Peoria,IL,61635-0001,US,,,,,145637_req
2019-11-06,2019-11-06 13:00:00,,,ICC Pathway Advising,"Illinois Central College, Leitch Career Center",1 College Dr,East Peoria,IL,61635-0001,US,,,,,145637_req
2019-11-06,2019-11-06 13:30:00,,,Hyde Park Career Acad & Perspectives Charter - College Fair,Hyde Park Career Acad,6220 S Stony Island Ave,Chicago,IL,60637-2998,US,,,,,145637_req
2019-11-06,2019-11-06 13:30:00,,,ICC Pathway Advising,"Illinois Central College, Leitch Career Center",1 College Dr,East Peoria,IL,61635-0001,US,,,,,145637_req
2019-11-06,2019-11-06 14:00:00,,,ICC Pathway Advising,"Illinois Central College, Leitch Career Center",1 College Dr,East Peoria,IL,61635-0001,US,,,,,145637_req
2019-11-06,2019-11-06 14:30:00,,,ICC Pathway Advising,"Illinois Central College, Leitch Career Center",1 College Dr,East Peoria,IL,61635-0001,US,,,,,145637_req
2019-11-07,2019-11-07 10:30:00,,,Sauk Valley Community College State University Transfer Day,Sauk Valley Cmty Coll,173 Il Route 2,Dixon,IL,61021-9112,US,,,,,145637_req
2019-11-13,2019-11-13 10:00:00,,,Kishwaukee College State University Transfer Day,Kishwaukee Coll,21193 Malta Rd,Malta,IL,60150-9600,US,,,,,145637_req
2019-11-13,2019-11-13 11:30:00,,,North Grand High School - College Fair,North Grand High School,4338 W Wabansia Ave,Chicago,IL,60639-4837,US,,,,,145637_req
2019-11-13,2019-11-13 11:30:00,,,Chicago Military Academy Bronzeville - College Fair,Chicago Military Academy Bronzeville,3519 S Giles Ave,Chicago,IL,60653-1105,US,,,,,145637_req
2019-11-14,2019-11-14 13:30:00,,,Thornwood High School - High School Visit,Thornwood High School,17101 S Park Ave,South Holland,IL,60473-3484,US,,,,,145637_req
2019-11-15,2019-11-15 00:00:00,,,Chicago Academy High School - High School Visit,Chicago Academy High School,3400 N Austin Ave,Chicago,IL,60634-4229,US,,,,,145637_req
2019-11-15,2019-11-15 08:00:00,,,LLC College Prep Summit,Lincoln Land Cmty Coll,5250 Shepherd Rd,Springfield,IL,62703-5402,US,,,,,145637_req
2019-11-15,2019-11-15 12:00:00,,,John F Kennedy High School - College Fair,John F Kennedy High School,6325 W 56th St,Chicago,IL,60638-2539,US,,,,,145637_req
2019-11-15,2019-11-15 13:30:00,,,Theodore Roosevelt High School - College Fair,Theodore Roosevelt High School,3436 W Wilson Ave,Chicago,IL,60625-5318,US,,,,,145637_req
